ObjectId,LibraryId,IsMasterMeasure,Label,Def,DefExpanded,MatchingMeasure,PropertyLocation,PropertyPath,SheetId,UseCount,Description,CheckResult,FieldNames,MeasureNames,VariableNames,FunctionNames,NonSetTableCount,Error,Hash,Tags,QsdaVersion,MetaId
,3ec7c6e6-2a84-4d68-bd9b-240367628692,True,Revenue_All Loans,"Num(Sum([Revenue]),'$#,##0')","Num(Sum([Revenue]),'$#,##0')",,,qMeasure.qDef,,1,,"Bad field name(s) ""[Revenue]"" ",,Revenue,,"num, sum",0,,1977809181,,3.4.5,2072
,556d34bc-3d00-401c-b872-94d9148fb518,True,CD Applied Cure_All Loans,"Num(Sum([CD Applied Cure]),'$#,##0')","Num(Sum([CD Applied Cure]),'$#,##0')",,,qMeasure.qDef,,1,,"Bad field name(s) ""[CD Applied Cure]"" ",,,,"num, sum",0,,-1758687117,,3.4.5,2077
,70a315cc-a7bb-4b6c-b21a-12601f932300,True,Units_InRange,"Num(Count({$<[FICO Score]={"">350<900""}, [BE DTI Ratio]={""<=70""}, [LTV Ratio]={""<110""}, [Interest Rate]={"">0<15""}>}[Loan Number]),'#,##0')","Num(Count({$<[FICO Score]={"">350<900""}, [BE DTI Ratio]={""<=70""}, [LTV Ratio]={""<110""}, [Interest Rate]={"">0<15""}>}[Loan Number]),'#,##0')",,,qMeasure.qDef,,1,,"Bad field name(s) ""[Loan Number]"" ",,Interest Rate,,"num, count",0,,-225537550,,3.4.5,2082
,7135427c-9888-4576-b940-199b7a2ee783,True,Volume_InRange,"Num(Sum({$<[FICO Score]={"">350<900""}, [BE DTI Ratio]={""<=70""}, [LTV Ratio]={""<110""}, [Interest Rate]={"">0<15""}>}[Loan Amount]),'$#,##0')","Num(Sum({$<[FICO Score]={"">350<900""}, [BE DTI Ratio]={""<=70""}, [LTV Ratio]={""<110""}, [Interest Rate]={"">0<15""}>}[Loan Amount]),'$#,##0')",,,qMeasure.qDef,,1,,"Bad field name(s) ""[Loan Amount]"" ",,Interest Rate,,"num, sum",0,,-104937079,,3.4.5,2086
,7a97274d-a600-4d76-8a5b-18246b0ef266,True,Base Buy ($)_InRange,"Num(Sum({$<[FICO Score]={"">350<900""}, [BE DTI Ratio]={""<=70""}, [LTV Ratio]={""<110""}, [Interest Rate]={"">0<15""}>}[Base Buy ($)]),'$#,##0')","Num(Sum({$<[FICO Score]={"">350<900""}, [BE DTI Ratio]={""<=70""}, [LTV Ratio]={""<110""}, [Interest Rate]={"">0<15""}>}[Base Buy ($)]),'$#,##0')",,,qMeasure.qDef,,1,,"Bad field name(s) ""[Base Buy ($)]"" ",,"Interest Rate, Base Buy ($)",,"num, sum",0,,-372435949,,3.4.5,2091
,7ff306e6-ebc5-4491-a447-2f89cef58742,True,Volume_OutOfRange,"Num(Sum({$<[FICO Score]={""<350""}>+<[FICO Score]={"">900""}>+<[BE DTI Ratio]={"">70""}>+<[LTV Ratio]={"">110""}>+<[Interest Rate]={""<=0""}>+<[Interest Rate]={"">15""}>}[Loan Amount]),'$#,##0')","Num(Sum({$<[FICO Score]={""<350""}>+<[FICO Score]={"">900""}>+<[BE DTI Ratio]={"">70""}>+<[LTV Ratio]={"">110""}>+<[Interest Rate]={""<=0""}>+<[Interest Rate]={"">15""}>}[Loan Amount]),'$#,##0')",,,qMeasure.qDef,,1,,"Bad field name(s) ""[Loan Amount]"" ",,Interest Rate,,"num, sum",0,,1743494294,,3.4.5,2097
,92c08ee5-0c95-4bf2-83f8-8cf0d494cebf,True,WAC_OutOfRange,"Num(Sum({$<[FICO Score]={""<350""}>+<[FICO Score]={"">900""}>+<[BE DTI Ratio]={"">70""}>+<[LTV Ratio]={"">110""}>+<[Interest Rate]={""<=0""}>+<[Interest Rate]={"">15""}>}[Interest Rate] * [Loan Amount]) 
/ Sum({$<[FICO Score]={""<350""}>+<[FICO Score]={"">900""}>+<[BE DTI Ratio]={"">70""}>+<[LTV Ratio]={"">110""}>+<[Interest Rate]={""<=0""}>+<[Interest Rate]={"">15""}>}[Loan Amount]),'#,##0.000')","Num(Sum({$<[FICO Score]={""<350""}>+<[FICO Score]={"">900""}>+<[BE DTI Ratio]={"">70""}>+<[LTV Ratio]={"">110""}>+<[Interest Rate]={""<=0""}>+<[Interest Rate]={"">15""}>}[Interest Rate] * [Loan Amount]) 
/ Sum({$<[FICO Score]={""<350""}>+<[FICO Score]={"">900""}>+<[BE DTI Ratio]={"">70""}>+<[LTV Ratio]={"">110""}>+<[Interest Rate]={""<=0""}>+<[Interest Rate]={"">15""}>}[Loan Amount]),'#,##0.000')",,,qMeasure.qDef,,1,,"Bad field name(s) ""[Interest Rate]"" ""[Loan Amount]"" ""[Loan Amount]"" ",,Interest Rate,,"num, sum",0,,1988530225,,3.4.5,2102
,9496f7f4-1e56-4e95-980d-0959389c916d,True,Revenue_InRange,"Num(Sum({$<[FICO Score]={"">350<900""}, [BE DTI Ratio]={""<=70""}, [LTV Ratio]={""<110""}, [Interest Rate]={"">0<15""}>}[Revenue]),'$#,##0')","Num(Sum({$<[FICO Score]={"">350<900""}, [BE DTI Ratio]={""<=70""}, [LTV Ratio]={""<110""}, [Interest Rate]={"">0<15""}>}[Revenue]),'$#,##0')",,,qMeasure.qDef,,1,,"Bad field name(s) ""[Revenue]"" ",,"Interest Rate, Revenue",,"num, sum",0,,1207887179,,3.4.5,2108
,97faefda-95f4-44e4-8d11-bb04a5ba5f82,True,CD Applied Cure_OutOfRange,"Num(Sum({$<[FICO Score]={""<350""}>+<[FICO Score]={"">900""}>+<[BE DTI Ratio]={"">70""}>+<[LTV Ratio]={"">110""}>+<[Interest Rate]={""<=0""}>+<[Interest Rate]={"">15""}>}[CD Applied Cure]),'$#,##0')","Num(Sum({$<[FICO Score]={""<350""}>+<[FICO Score]={"">900""}>+<[BE DTI Ratio]={"">70""}>+<[LTV Ratio]={"">110""}>+<[Interest Rate]={""<=0""}>+<[Interest Rate]={"">15""}>}[CD Applied Cure]),'$#,##0')",,,qMeasure.qDef,,1,,"Bad field name(s) ""[CD Applied Cure]"" ",,Interest Rate,,"num, sum",0,,-680177746,,3.4.5,2114
,9a12c90d-1f61-4732-9bfe-6c5183d9821f,True,CD Lender Credits_InRange,"Num(Sum({$<[FICO Score]={"">350<900""}, [BE DTI Ratio]={""<=70""}, [LTV Ratio]={""<110""}, [Interest Rate]={"">0<15""}>}[CD Lender Credits]),'$#,##0')","Num(Sum({$<[FICO Score]={"">350<900""}, [BE DTI Ratio]={""<=70""}, [LTV Ratio]={""<110""}, [Interest Rate]={"">0<15""}>}[CD Lender Credits]),'$#,##0')",,,qMeasure.qDef,,1,,"Bad field name(s) ""[CD Lender Credits]"" ",,Interest Rate,,"num, sum",0,,-439790145,,3.4.5,2118
,9d853640-0bd5-4ccd-a344-dc3bd645e05e,True,Base Buy ($)_OutOfRange,"Num(Sum({$<[FICO Score]={""<350""}>+<[FICO Score]={"">900""}>+<[BE DTI Ratio]={"">70""}>+<[LTV Ratio]={"">110""}>+<[Interest Rate]={""<=0""}>+<[Interest Rate]={"">15""}>}[Base Buy ($)]),'$#,##0')","Num(Sum({$<[FICO Score]={""<350""}>+<[FICO Score]={"">900""}>+<[BE DTI Ratio]={"">70""}>+<[LTV Ratio]={"">110""}>+<[Interest Rate]={""<=0""}>+<[Interest Rate]={"">15""}>}[Base Buy ($)]),'$#,##0')",,,qMeasure.qDef,,1,,"Bad field name(s) ""[Base Buy ($)]"" ",,"Interest Rate, Base Buy ($)",,"num, sum",0,,1475995424,,3.4.5,2120
,AEheem,True,CCA Scorecard TurnTime_ShortTerm,$(eCCA_TVI_ScorecardTurnTime_ShortTerm),"if(
	Sum(Aggr([CCA Current Production Check],[Loan Officer]))<0,
    Null(),
	Avg(
    	Aggr(
        	Avg({<
            	[App-Close]*={"">0""},
                Rolling4MonthFlag*={Yes}, 
                DateType*={'Funding'}, 
                [Consolidated Channels]*={'Retail'}, 
                [Loan Officer Missing]*={0}
                >}
                [App-Close]),
             [Loan Officer]
             )
        )
)",,,qMeasure.qDef,,46,,,,,eCCA_TVI_ScorecardTurnTime_ShortTerm,"if, sum, aggr, null, avg",0,,140191078,,3.4.5,2121
,Bzyhsh,True,Scorecard Complexity Score,"If('$(vCurrentProduction)' = 'Yes',

if(Sum(Aggr([Current Production Check],$(vScorecardAggrLevel)))=0,Null(),
Avg(Aggr(Avg({<Rolling13MonthFlag*={Yes}, DateType*={'$(vDateType)'}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel)>}(1+[Loan Complexity Score])*100),$(vScorecardAggrLevel)))



)

,
If('$(vCurrentProduction)' = 'No',
if(Sum(Aggr([Current Production Check],$(vScorecardAggrLevel)))>0,Null(),
Avg(Aggr(Avg({<Rolling13MonthFlag*={Yes}, DateType*={'$(vDateType)'}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel)>}(1+[Loan Complexity Score])*100),$(vScorecardAggrLevel)))



)

,

if(Sum(Aggr([Current Production Check],$(vScorecardAggrLevel)))<0,Null(),
Avg(Aggr(Avg({<Rolling13MonthFlag*={Yes}, DateType*={'$(vDateType)'}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel)>}(1+[Loan Complexity Score])*100),$(vScorecardAggrLevel)))



)
))","If('*' = 'Yes',

if(Sum(Aggr([Current Production Check],[Loan Officer],[Branch]))=0,Null(),
Avg(Aggr(Avg({<Rolling13MonthFlag*={Yes}, DateType*={'Funding'}, [Consolidated Channels]*={''}, [Loan Officer Missing]*={0}, [Branch Missing]*={0}>}(1+[Loan Complexity Score])*100),[Loan Officer],[Branch]))



)

,
If('*' = 'No',
if(Sum(Aggr([Current Production Check],[Loan Officer],[Branch]))>0,Null(),
Avg(Aggr(Avg({<Rolling13MonthFlag*={Yes}, DateType*={'Funding'}, [Consolidated Channels]*={''}, [Loan Officer Missing]*={0}, [Branch Missing]*={0}>}(1+[Loan Complexity Score])*100),[Loan Officer],[Branch]))



)

,

if(Sum(Aggr([Current Production Check],[Loan Officer],[Branch]))<0,Null(),
Avg(Aggr(Avg({<Rolling13MonthFlag*={Yes}, DateType*={'Funding'}, [Consolidated Channels]*={''}, [Loan Officer Missing]*={0}, [Branch Missing]*={0}>}(1+[Loan Complexity Score])*100),[Loan Officer],[Branch]))



)
))",,,qMeasure.qDef,,2,,,,,"vCurrentProduction, vScorecardAggrLevel, vDateType, vScorecardMissingLevel","if, if, sum, aggr, null, avg",0,,1881828877,,3.4.5,2122
,CnNJbGz,True,Total Volume,"Num(Sum([Loan Amount]),'$#,##0')","Num(Sum([Loan Amount]),'$#,##0')",,,qMeasure.qDef,,0,,"Bad field name(s) ""[Loan Amount]"" ",,,,"num, sum",0,,664984923,,3.4.5,2123
,EFAWRtf,True,Net Sell (Bps),"Num((Sum({<[$(vDateToggle1) Previous Year Flag]={Yes}>+<[$(vDateToggle1) YTD Flag]={Yes}>}[Net Sell ($)])
	/Sum({<[$(vDateToggle1) Previous Year Flag]={Yes}>+<[$(vDateToggle1) YTD Flag]={Yes}>}[Loan Amount])) * 10000,'#,##0.0;(#,##0.0)')","Num((Sum({<[ Previous Year Flag]={Yes}>+<[ YTD Flag]={Yes}>}[Net Sell ($)])
	/Sum({<[ Previous Year Flag]={Yes}>+<[ YTD Flag]={Yes}>}[Loan Amount])) * 10000,'#,##0.0;(#,##0.0)')",,,qMeasure.qDef,,0,,,,Net Sell ($),,"num, sum",0,,1349854631,,3.4.5,2141
,EaHJp,True,Average App To Close,Avg([App-Close]),Avg([App-Close]),,,qMeasure.qDef,,0,,"Bad field name(s) ""[App-Close]"" ",,,,avg,0,,-2059209007,,3.4.5,2145
,EdFug,True,Total Units,Count({<[$(vLineDimension)]-={'99-Missing'}>}distinct [Loan Number]),Count({<[]-={'99-Missing'}>}distinct [Loan Number]),,,qMeasure.qDef,,0,,,,,vLineDimension,count,0,,-1060319858,,3.4.5,2150
,FjaxqP,True,CCA Scorecard Volume,$(eCCA_TVI_ScorecardVolume),"if(
	Sum(Aggr([CCA Current Production Check],[Loan Officer]))<0,
	Null(),
	Avg(
			Aggr(
				Sum({<
					Rolling13MonthFlag*={Yes}, 
					DateType*={'Funding'}, 
					[Consolidated Channels]*={'Retail'}, 
					[Loan Officer Missing]*={0}
					>}
					[Loan Amount]),
					[Loan Officer]
			)
	)
)",,,qMeasure.qDef,,48,,,,,eCCA_TVI_ScorecardVolume,"if, sum, aggr, null, avg",0,,863774003,,3.4.5,2156
,GjJaGnU,True,Average Balance,"Num(Avg([Loan Amount]),'$#,##0')","Num(Avg([Loan Amount]),'$#,##0')",,,qMeasure.qDef,,0,,"Bad field name(s) ""[Loan Amount]"" ",,,,"num, avg",0,,-1486305526,,3.4.5,2161
,GrFQE,True,WALTV_Line,"Num(Sum([Loan Amount] * [LTV Ratio]) / Sum([Loan Amount]),'#,##0.0')","Num(Sum([Loan Amount] * [LTV Ratio]) / Sum([Loan Amount]),'#,##0.0')",,,qMeasure.qDef,,0,,"Bad field name(s) ""[Loan Amount]"" ""[LTV Ratio]"" ""[Loan Amount]"" ",,,,"num, sum",0,,377168548,,3.4.5,2166
,KPqeR,True,CCA Scorecard Volume_ShortTerm,$(eCCA_TVI_ScorecardVolume_ShortTerm),"if(
	Sum(Aggr([CCA Current Production Check],[Loan Officer]))<0,
	Null(),
	Avg(
		Aggr(
			Sum({<
				Rolling4MonthFlag*={Yes}, 
				DateType*={'Funding'}, 
				[Consolidated Channels]*={'Retail'},
				 [Loan Officer Missing]*={0}
				 >}
			 [Loan Amount]),
		[Loan Officer]
		)
	),
)",,,qMeasure.qDef,,46,,,,,eCCA_TVI_ScorecardVolume_ShortTerm,"if, sum, aggr, null, avg",0,,-1899651738,,3.4.5,2171
,MUesQe,True,WAFICO_Line,"Num(Sum([Loan Amount] * [FICO Score]) / Sum([Loan Amount]),'#,##0')","Num(Sum([Loan Amount] * [FICO Score]) / Sum([Loan Amount]),'#,##0')",,,qMeasure.qDef,,0,,"Bad field name(s) ""[Loan Amount]"" ""[FICO Score]"" ""[Loan Amount]"" ",,,,"num, sum",0,,1105725288,,3.4.5,2175
,MhEDqZA,True,WADTI_Line,"Num(Sum([Loan Amount] * [BE DTI Ratio]) / Sum([Loan Amount]), '#,##0.0')","Num(Sum([Loan Amount] * [BE DTI Ratio]) / Sum([Loan Amount]), '#,##0.0')",,,qMeasure.qDef,,0,,"Bad field name(s) ""[Loan Amount]"" ""[BE DTI Ratio]"" ""[Loan Amount]"" ",,,,"num, sum",0,,1411080926,,3.4.5,2181
,MhjXT,True,Base Buy (Bps),"Num((Sum({<[$(vDateToggle1) Previous Year Flag]={Yes}>+<[$(vDateToggle1) YTD Flag]={Yes}>}[Base Buy ($)])
	/Sum({<[$(vDateToggle1) Previous Year Flag]={Yes}>+<[$(vDateToggle1) YTD Flag]={Yes}>}[Loan Amount])) * 10000,'#,##0.0;(#,##0.0)')","Num((Sum({<[ Previous Year Flag]={Yes}>+<[ YTD Flag]={Yes}>}[Base Buy ($)])
	/Sum({<[ Previous Year Flag]={Yes}>+<[ YTD Flag]={Yes}>}[Loan Amount])) * 10000,'#,##0.0;(#,##0.0)')",,,qMeasure.qDef,,0,,,,Base Buy ($),,"num, sum",0,,1743667406,,3.4.5,2183
,MpeJrnt,True,TVI Turn Times Rating,"(Pow([Scorecard TurnTime],-1)/$(vScorecardTurnTimeAvg)
*100)","(Pow([Scorecard TurnTime],-1)/
*100)",,,qMeasure.qDef,,0,,,,Scorecard TurnTime,vScorecardTurnTimeAvg,pow,0,,0,,3.4.5,2185
,PLnNUy,True,WALTV_All Loans,"Num(Sum([Loan Amount] * [LTV Ratio]) / Sum([Loan Amount]),'#,##0.0')","Num(Sum([Loan Amount] * [LTV Ratio]) / Sum([Loan Amount]),'#,##0.0')",,,qMeasure.qDef,,1,,"Bad field name(s) ""[Loan Amount]"" ""[LTV Ratio]"" ""[Loan Amount]"" ",,,,"num, sum",0,,377168548,,3.4.5,2189
,Pzwwucs,True,Scorecard Margin (BPS),"If('$(vCurrentProduction)' = 'Yes',

if(Sum(Aggr([Current Production Check],$(vScorecardAggrLevel)))=0,Null(),
Avg(Aggr(Avg({<Rolling13MonthFlag*={Yes}, DateType*={Funding}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel)>}[Margin (BPS)]),$(vScorecardAggrLevel)))



)

,
If('$(vCurrentProduction)' = 'No',
if(Sum(Aggr([Current Production Check],$(vScorecardAggrLevel)))>0,Null(),
Avg(Aggr(Avg({<Rolling13MonthFlag*={Yes}, DateType*={Funding}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel)>}[Margin (BPS)]),$(vScorecardAggrLevel)))



)

,

if(Sum(Aggr([Current Production Check],$(vScorecardAggrLevel)))<0,Null(),
Avg(Aggr(Avg({<Rolling13MonthFlag*={Yes}, DateType*={Funding}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel)>}[Margin (BPS)]),$(vScorecardAggrLevel)))



)
))","If('*' = 'Yes',

if(Sum(Aggr([Current Production Check],[Loan Officer],[Branch]))=0,Null(),
Avg(Aggr(Avg({<Rolling13MonthFlag*={Yes}, DateType*={Funding}, [Consolidated Channels]*={''}, [Loan Officer Missing]*={0}, [Branch Missing]*={0}>}[Margin (BPS)]),[Loan Officer],[Branch]))



)

,
If('*' = 'No',
if(Sum(Aggr([Current Production Check],[Loan Officer],[Branch]))>0,Null(),
Avg(Aggr(Avg({<Rolling13MonthFlag*={Yes}, DateType*={Funding}, [Consolidated Channels]*={''}, [Loan Officer Missing]*={0}, [Branch Missing]*={0}>}[Margin (BPS)]),[Loan Officer],[Branch]))



)

,

if(Sum(Aggr([Current Production Check],[Loan Officer],[Branch]))<0,Null(),
Avg(Aggr(Avg({<Rolling13MonthFlag*={Yes}, DateType*={Funding}, [Consolidated Channels]*={''}, [Loan Officer Missing]*={0}, [Branch Missing]*={0}>}[Margin (BPS)]),[Loan Officer],[Branch]))



)
))",,,qMeasure.qDef,,0,,,,,"vCurrentProduction, vScorecardAggrLevel, vScorecardMissingLevel","if, if, sum, aggr, null, avg",0,,2137737873,,3.4.5,2191
,QKpFcEJ,True,Prior Year Revenue Per Loan,"If('$(vRevDateRange)'='YTD Flag',If(Sum({<[$(vDateToggle1) Previous Year Flag]={Yes}>}Revenue)<>0,Sum({<[$(vDateToggle1) Previous Year Flag]={Yes}>}Revenue)/Count({<[$(vDateToggle1) Previous Year Flag]={Yes}>}distinct [Loan Number]),),
	If('$(vRevDateRange)'='QTD',If(Sum({<[$(vDateToggle1) Previous Year Flag]={Yes}>}Revenue)<>0,Sum({<[$(vDateToggle1) Previous Year Flag]={Yes}>}Revenue)/Count({<[$(vDateToggle1) Previous Year Flag]={Yes}>}distinct [Loan Number]),),
    	If('$(vRevDateRange)'='MTD',If(Sum({<[$(vDateToggle1) LYSameMonth Flag]={Yes}>}Revenue)<>0,Sum({<[$(vDateToggle1) LYSameMonth Flag]={Yes}>}Revenue)/Count({<[$(vDateToggle1) LYSameMonth Flag]={Yes}>}distinct [Loan Number]),))))


","If(''='YTD Flag',If(Sum({<[ Previous Year Flag]={Yes}>}Revenue)<>0,Sum({<[ Previous Year Flag]={Yes}>}Revenue)/Count({<[ Previous Year Flag]={Yes}>}distinct [Loan Number]),),
	If(''='QTD',If(Sum({<[ Previous Year Flag]={Yes}>}Revenue)<>0,Sum({<[ Previous Year Flag]={Yes}>}Revenue)/Count({<[ Previous Year Flag]={Yes}>}distinct [Loan Number]),),
    	If(''='MTD',If(Sum({<[ LYSameMonth Flag]={Yes}>}Revenue)<>0,Sum({<[ LYSameMonth Flag]={Yes}>}Revenue)/Count({<[ LYSameMonth Flag]={Yes}>}distinct [Loan Number]),))))


",,,qMeasure.qDef,,1,,,,Revenue,,"if, sum, count",0,,2133695068,,3.4.5,2194
,QSEyH,True,TVI Volume Rating,"([Scorecard Volume]/$(vScorecardVolumeAvg))*100 ","([Scorecard Volume]/)*100 ",,,qMeasure.qDef,,0,,,,Scorecard Volume,vScorecardVolumeAvg,,0,,0,,3.4.5,2197
