Key_Appinfo,Key_Bookmark,Key_Calctime,Key_Dimension,Key_Error,Key_Expression,Key_Field,Key_Function,Key_Flag,Key_Lineage,Key_Sheet,Key_Table,Key_TableField,Key_Vizobject,Key_Variable
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-10238,-18289,,,,,,
,,,,,2240,,-10188,-18289,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2319,,-10136,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2319,,-10145,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2319,,-10147,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2319,,-10151,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2218,,-10153,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2319,,-10157,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-10160,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2319,,-10162,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2218,,-10177,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2331,,-10192,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10195,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2218,,-10238,-18289,,,,,,
,,,,,2218,,-10247,-18289,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2319,,-10204,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2319,,-10206,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2218,,-10238,-18289,,,,,,
,,,,,2218,,-10247,-18289,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2319,,-10208,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2331,,-10209,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10218,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2331,,-10222,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10236,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10265,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10268,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2331,,-10277,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2331,,-10286,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2331,,-10330,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,,,-10338,,,,,,,2728
,,,,,,,-10339,,,,,,,2728
,,,,,,,-10357,,,,,,,2728
,,,,,,,-10358,,,,,,,2728
,,,,,,,-11145,,,,,,,2830
,,,,,,,-11296,,,,,,,2830
,,,,,,,-11307,,,,,,,2830
,,,,,2331,,-11363,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2240,,-11365,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2331,,-11377,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2218,,-11379,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,,,-11386,,,,,,,2728
,,,,,,,-11387,,,,,,,2728
,,,,,2331,,-11395,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2240,,-11405,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2331,,-11407,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2218,,-11412,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2240,,-11418,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2240,,-11420,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-11432,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-11439,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2218,,-11448,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2218,,-11463,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2240,,-11478,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2240,,-11480,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-11484,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-11581,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2331,,-11602,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2240,,-10293,-17011,,,,,,
,,,,,2240,,-10188,-17011,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-11607,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2331,,-11610,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2331,,-11611,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2218,,-11619,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-11620,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2331,,-11626,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2240,,-11630,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-11631,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-11646,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2240,,-11665,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-11671,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2240,,-11674,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2240,,-11687,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10293,-17011,,,,,,
,,,,,2319,,-10237,-17011,,,,,,
,,,,,2319,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-11691,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10293,-17011,,,,,,
,,,,,2319,,-10237,-17011,,,,,,
,,,,,2319,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-11695,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10293,-17011,,,,,,
,,,,,2319,,-10237,-17011,,,,,,
,,,,,2319,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-11728,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2240,,-11737,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10293,-17011,,,,,,
,,,,,2319,,-10237,-17011,,,,,,
,,,,,2319,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-11744,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2240,,-11766,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10293,-17011,,,,,,
,,,,,2319,,-10237,-17011,,,,,,
,,,,,2319,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-11816,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2240,,-11844,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10293,-17011,,,,,,
,,,,,2319,,-10237,-17011,,,,,,
,,,,,2319,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-11974,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2240,,-12050,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10293,-17011,,,,,,
,,,,,2319,,-10237,-17011,,,,,,
,,,,,2319,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-12287,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10293,-17011,,,,,,
,,,,,2319,,-10237,-17011,,,,,,
,,,,,2319,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-12297,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2240,,-12559,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10293,-17011,,,,,,
,,,,,2319,,-10237,-17011,,,,,,
,,,,,2319,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-12580,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10293,-17011,,,,,,
,,,,,2319,,-10237,-17011,,,,,,
,,,,,2319,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-12639,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-12641,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2319,,-12652,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-12656,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2331,,-12687,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2240,,-12693,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2218,,-12711,,,,,,,
,,,,,2218,,-10247,,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2240,,-12829,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2240,,-12895,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10293,-17011,,,,,,
,,,,,2319,,-10237,-17011,,,,,,
,,,,,2319,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2331,,-12940,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,,,-13007,,,,,,,2728
,,,,,,,-13008,,,,,,,2728
,,,,,2331,,-13023,,,,,,,
,,,,,2331,,-10293,,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-13059,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-10238,-18289,,,,,,
,,,,,2240,,-10188,-18289,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2319,,-13061,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2218,,-10238,-18289,,,,,,
,,,,,2218,,-10247,-18289,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2319,,-13063,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2319,,-13065,,,,,,,
,,,,,2319,,-10237,,,,,,,
,,,,,2319,,-10238,,,,,,,
,,,,,7352,,-10238,,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
,,,,,7352,,-10238,-18289,,,,,,
,,,,,2240,,-13089,,,,,,,
,,,,,2240,,-10188,,,,,,,
,,,,,2240,,-10188,-18015,,,,,,
,,,,,2218,,-10188,-18015,,,,,,
,,,,,2218,,-10247,-18015,,,,,,
,,,,,2218,,-10247,-18013,,,,,,
,,,,,2331,,-10247,-18013,,,,,,
,,,,,2331,,-10293,-18013,,,,,,
,,,,,2331,,-10293,-17011,,,,,,
,,,,,2319,,-10293,-17011,,,,,,
,,,,,2319,,-10237,-17011,,,,,,
,,,,,2319,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-17011,,,,,,
,,,,,7352,,-10238,-18031,,,,,,
