Name,Def,DefExpanded,CheckResult,IsScriptCreated,FieldNames,MeasureNames,VariableNames,FunctionNames,IsUsed,UseCount,QsdaVersion,MetaId
vl_viztipsFieldName02,,,,False,,,,,False,0,3.4.5,2681
vl_viztipsFieldValue02,,,,False,,,,,False,0,3.4.5,2683
vLineDimension,"=If('$(vLineAdditionalToggle)'='Additional Fields' AND $(=GetSelectedCount(LineAdditional))>0,'$(=SubField(GetFieldSelections(LineAdditional,', ',$(=Count({1}LineAdditional))),', ',1))','$(=SubField(GetFieldSelections(LineDimensions,', ',$(=Count({1}LineDimensions))),', ',1))')","=If('Standard Fields'='Additional Fields' AND ->0,'-','-')","Error in expression:
')' expected",False,,,"l, vLineAdditionalToggle","count, getfieldselections, getselectedcount, if, subfield",True,5,3.4.5,2685
vCustName49,,,,False,,,,,False,0,3.4.5,2688
vCustName48,,,,False,,,,,False,0,3.4.5,2689
vCustName47,,,,False,,,,,False,0,3.4.5,2692
vCustName46,,,,False,,,,,False,0,3.4.5,2694
vCustName45,,,,False,,,,,False,0,3.4.5,2695
vPieAdditionalToggle,Standard Fields,Standard Fields,Garbage after expression: 'Fields',False,,,l,,True,4,3.4.5,2697
vLineAdditionalToggle,Standard Fields,Standard Fields,Garbage after expression: 'Fields',False,,,l,,True,2,3.4.5,2700
vBarAdditionalToggle,Standard Fields,Standard Fields,Garbage after expression: 'Fields',False,,,l,,True,2,3.4.5,2702
vAdditionalToggle,Standard Fields,Standard Fields,Garbage after expression: 'Fields',False,,,l,,True,8,3.4.5,2703
vPieChartType,Pie Chart,Pie Chart,Garbage after expression: 'Chart',False,,,,,False,0,3.4.5,2706
vScorecardVolumeAvg_2Months,"=Avg({$<[Scorecard Volume_2Months] *= {"">0""}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}
	Aggr({$<$(vScorecardIgnoreLevel)>}
    	[Scorecard Volume_2Months]
        ,$(vScorecardAggrLevel)))
        
/*        
=Avg({$<[Scorecard Volume] *= {"">0""}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}
	Aggr({$<$(vScorecardIgnoreLevel)>}
    	[Scorecard Volume]
        ,$(vScorecardAggrLevel)))","=Avg({$<[Scorecard Volume_2Months] *= {"">0""}, [Loan Officer Missing]*={0}, [Branch Missing]*={0},[Loan Officer]*=, [Branch]*=>}
	Aggr({$<[Loan Officer]*=, [Branch]*=>}
    	[Scorecard Volume_2Months]
        ,[Loan Officer],[Branch]))
        
/*        
=Avg({$<[Scorecard Volume] *= {"">0""}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}
	Aggr({$<$(vScorecardIgnoreLevel)>}
    	[Scorecard Volume]
        ,$(vScorecardAggrLevel)))",,False,,Scorecard Volume_2Months,"vScorecardAggrLevel, vScorecardIgnoreLevel, vScorecardMissingLevel","aggr, avg",True,1,3.4.5,2708
vScorecardVolumeAvg,"=Avg({$<[Scorecard Volume] *= {"">0""}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}
	Aggr({$<$(vScorecardIgnoreLevel)>}
    	[Scorecard Volume]
        ,$(vScorecardAggrLevel)))


/*
Avg({$<[Scorecard Volume] *= {"">0""}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}
	Aggr({$<[Scorecard Volume] *= {"">0""},$(vScorecardIgnoreLevel)>}
    	[Scorecard Volume]
        ,$(vScorecardAggrLevel)))","=Avg({$<[Scorecard Volume] *= {"">0""}, [Loan Officer Missing]*={0}, [Branch Missing]*={0},[Loan Officer]*=, [Branch]*=>}
	Aggr({$<[Loan Officer]*=, [Branch]*=>}
    	[Scorecard Volume]
        ,[Loan Officer],[Branch]))


/*
Avg({$<[Scorecard Volume] *= {"">0""}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}
	Aggr({$<[Scorecard Volume] *= {"">0""},$(vScorecardIgnoreLevel)>}
    	[Scorecard Volume]
        ,$(vScorecardAggrLevel)))",,False,,Scorecard Volume,"vScorecardAggrLevel, vScorecardIgnoreLevel, vScorecardMissingLevel","aggr, avg",True,1,3.4.5,2710
RevFieldName6,,,,False,,,,,False,0,3.4.5,2712
RevField6,,,,False,,,,,True,24,3.4.5,2714
vCustName44,,,,False,,,,,False,0,3.4.5,2716
vScorecardView,Actor,Actor,"Bad field name(s) ""Actor"" ",False,,,,,True,13,3.4.5,2718
vCurrentProduction,*,*,"Bad field name(s) ""*"" ",False,,,,,True,29,3.4.5,2720
vFileName1,lib://QlikShare/CoheusConfigs/3011139985_cohuessetup.xml,lib://QlikShare/CoheusConfigs/3011139985_cohuessetup.xml,Garbage after expression: ':',False,,,l,,False,0,3.4.5,2722
vFileName2,lib://QlikShare/CoheusConfigs/3011231777_cohuessetup.xml,lib://QlikShare/CoheusConfigs/3011231777_cohuessetup.xml,Garbage after expression: ':',False,,,l,,False,0,3.4.5,2724
vScorecardActors,"=If('$(vChannelGroup)'='99-Missing','$(vScorecardActor)',If(Wildmatch('$(vChannelGroup)','TPO'),'Broker Lender Name','Loan Officer'))","=If(''='99-Missing','',If(Wildmatch('','TPO'),'Broker Lender Name','Loan Officer'))",,False,,,,"if, wildmatch",True,14,3.4.5,2726
vScorecardMeasure,Volume,Volume,"Bad field name(s) ""Volume"" ",False,,,,,True,6,3.4.5,2728
vDateType,Funding,Funding,"Bad field name(s) ""Funding"" ",False,,,,,True,74,3.4.5,2731
vScorecardTurnTimeAvg_2Months,"=Avg({$<[Scorecard TurnTime_2Months] *= {"">0""}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}
	Aggr(
    {$<[Scorecard TurnTime_2Months] *= {"">0""},$(vScorecardIgnoreLevel)>}
    	Pow([Scorecard TurnTime_2Months]
        ,-1),$(vScorecardAggrLevel)))","=Avg({$<[Scorecard TurnTime_2Months] *= {"">0""}, [Loan Officer Missing]*={0}, [Branch Missing]*={0},[Loan Officer]*=, [Branch]*=>}
	Aggr(
    {$<[Scorecard TurnTime_2Months] *= {"">0""},[Loan Officer]*=, [Branch]*=>}
    	Pow([Scorecard TurnTime_2Months]
        ,-1),[Loan Officer],[Branch]))",,False,,Scorecard TurnTime_2Months,"vScorecardAggrLevel, vScorecardIgnoreLevel, vScorecardMissingLevel","aggr, avg, pow",True,1,3.4.5,2733
vScorecardTurnTimeAvg,"=/*Pow(Avg({$<[Scorecard TurnTime] *= {"">0""}, $(vScorecardMissingLevel),[$(vScorecardActors)]*=,[$(vScorecardEntities)]*=>}
	Aggr(
    {$<[Scorecard TurnTime] *= {"">0""}>}
    	[Scorecard TurnTime]
        ,$(vScorecardAggrLevel))),-1)
*/

Avg({$<[Scorecard TurnTime] *= {"">0""}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}
	Aggr(
    {$<[Scorecard TurnTime] *= {"">0""},$(vScorecardIgnoreLevel)>}
    	Pow([Scorecard TurnTime]
        ,-1),$(vScorecardAggrLevel)))","=/*Pow(Avg({$<[Scorecard TurnTime] *= {"">0""}, $(vScorecardMissingLevel),[$(vScorecardActors)]*=,[$(vScorecardEntities)]*=>}
	Aggr(
    {$<[Scorecard TurnTime] *= {"">0""}>}
    	[Scorecard TurnTime]
        ,$(vScorecardAggrLevel))),-1)
*/

Avg({$<[Scorecard TurnTime] *= {"">0""}, [Loan Officer Missing]*={0}, [Branch Missing]*={0},[Loan Officer]*=, [Branch]*=>}
	Aggr(
    {$<[Scorecard TurnTime] *= {"">0""},[Loan Officer]*=, [Branch]*=>}
    	Pow([Scorecard TurnTime]
        ,-1),[Loan Officer],[Branch]))",,False,,Scorecard TurnTime,"vScorecardActors, vScorecardAggrLevel, vScorecardEntities, vScorecardIgnoreLevel, vScorecardMissingLevel","aggr, avg, pow",True,1,3.4.5,2735
vScorecardPullThroughAvg_2Months,"=Avg({$<[Scorecard PullThrough_2Months] *= {"">0""}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}
	Aggr({$<$(vScorecardIgnoreLevel)>}
    	Count({<DateType*={'Application'}, [Date] *= {"">=$(=Date(vCurrentDateAsDate-vShotTermPullThroughRange))<=$(=Date(vCurrentDateAsDate))""}, [Active Loan Flag]*={No}, [Pull Through Originated Flag]*={Yes}, [Channel Group]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}[Loan Number])
		/
		Count({<DateType*={'Application'}, [Date] *= {"">=$(=Date(vCurrentDateAsDate-vShotTermPullThroughRange))<=$(=Date(vCurrentDateAsDate))""}, [Active Loan Flag]*={No}, [Channel Group]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel), $(vPTDim)*=,$(vScorecardIgnoreLevel)>}Total<[$(vScorecardActors)],[$(vScorecardEntities)]>[Loan Number])

        ,$(vScorecardAggrLevel)))","=Avg({$<[Scorecard PullThrough_2Months] *= {"">0""}, [Loan Officer Missing]*={0}, [Branch Missing]*={0},[Loan Officer]*=, [Branch]*=>}
	Aggr({$<[Loan Officer]*=, [Branch]*=>}
    	Count({<DateType*={'Application'}, [Date] *= {"">=-<=-""}, [Active Loan Flag]*={No}, [Pull Through Originated Flag]*={Yes}, [Channel Group]*={''}, [Loan Officer Missing]*={0}, [Branch Missing]*={0},[Loan Officer]*=, [Branch]*=>}[Loan Number])
		/
		Count({<DateType*={'Application'}, [Date] *= {"">=-<=-""}, [Active Loan Flag]*={No}, [Channel Group]*={''}, [Loan Officer Missing]*={0}, [Branch Missing]*={0}, *=,[Loan Officer]*=, [Branch]*=>}Total<[Loan Officer],[Branch]>[Loan Number])

        ,[Loan Officer],[Branch]))",,False,,Scorecard PullThrough_2Months,"l, vScorecardActors, vScorecardAggrLevel, vScorecardEntities, vScorecardIgnoreLevel, vScorecardMissingLevel","aggr, avg, count, date",True,1,3.4.5,2737
vScorecardPullThroughAvg,"=Avg({$<[Scorecard PullThrough] *= {"">0""}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}
	Aggr({$<$(vScorecardIgnoreLevel)>}
    	[Scorecard PullThrough]
        ,$(vScorecardAggrLevel)))
        


/*
Avg({$<[Scorecard PullThrough] *= {"">0""}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}
	Aggr(
    	Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Pull Through Originated Flag]*={Yes}, [Channel Group]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}[Loan Number])
		/
		Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Channel Group]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel), $(vPTDim)*=,$(vScorecardIgnoreLevel)>}Total<[$(vScorecardActors)],[$(vScorecardEntities)]>[Loan Number])

        ,$(vScorecardAggrLevel)))


/*If('$(vCurrentProduction)' = 'Yes',

if(Sum(Aggr([Current Production Check],$(vScorecardAggrLevel)))=0,Null(),
Avg(Aggr(Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Pull Through Originated Flag]*={Yes}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel)>}[Loan Number])
/
Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel), $(vPTDim)*=>}Total<$(vScorecardAggrLevel)>[Loan Number])
,$(vScorecardAggrLevel)))


)

,
If('$(vCurrentProduction)' = 'No',
if(Sum(Aggr([Current Production Check],$(vScorecardAggrLevel)))>0,Null(),
Avg(Aggr(Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Pull Through Originated Flag]*={Yes}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel)>}[Loan Number])
/
Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel), $(vPTDim)*=>}Total<$(vScorecardAggrLevel)>[Loan Number])
,$(vScorecardAggrLevel)))


)

,

if(Sum(Aggr([Current Production Check],$(vScorecardAggrLevel)))<0,Null(),
Avg(Aggr(Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Pull Through Originated Flag]*={Yes}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel)>}[Loan Number])
/
Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel), $(vPTDim)*=>}Total<$(vScorecardAggrLevel)>[Loan Number])
,$(vScorecardAggrLevel)))


)
))","=Avg({$<[Scorecard PullThrough] *= {"">0""}, [Loan Officer Missing]*={0}, [Branch Missing]*={0},[Loan Officer]*=, [Branch]*=>}
	Aggr({$<[Loan Officer]*=, [Branch]*=>}
    	[Scorecard PullThrough]
        ,[Loan Officer],[Branch]))
        


/*
Avg({$<[Scorecard PullThrough] *= {"">0""}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}
	Aggr(
    	Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Pull Through Originated Flag]*={Yes}, [Channel Group]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel),$(vScorecardIgnoreLevel)>}[Loan Number])
		/
		Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Channel Group]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel), $(vPTDim)*=,$(vScorecardIgnoreLevel)>}Total<[$(vScorecardActors)],[$(vScorecardEntities)]>[Loan Number])

        ,$(vScorecardAggrLevel)))


/*If('$(vCurrentProduction)' = 'Yes',

if(Sum(Aggr([Current Production Check],$(vScorecardAggrLevel)))=0,Null(),
Avg(Aggr(Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Pull Through Originated Flag]*={Yes}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel)>}[Loan Number])
/
Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel), $(vPTDim)*=>}Total<$(vScorecardAggrLevel)>[Loan Number])
,$(vScorecardAggrLevel)))


)

,
If('$(vCurrentProduction)' = 'No',
if(Sum(Aggr([Current Production Check],$(vScorecardAggrLevel)))>0,Null(),
Avg(Aggr(Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Pull Through Originated Flag]*={Yes}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel)>}[Loan Number])
/
Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel), $(vPTDim)*=>}Total<$(vScorecardAggrLevel)>[Loan Number])
,$(vScorecardAggrLevel)))


)

,

if(Sum(Aggr([Current Production Check],$(vScorecardAggrLevel)))<0,Null(),
Avg(Aggr(Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Pull Through Originated Flag]*={Yes}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel)>}[Loan Number])
/
Count({<DateType*={'Application'}, Rolling13MonthFlag*={Yes}, [Active Loan Flag]*={No}, [Consolidated Channels]*={'$(vChannelGroup)'}, $(vScorecardMissingLevel), $(vPTDim)*=>}Total<$(vScorecardAggrLevel)>[Loan Number])
,$(vScorecardAggrLevel)))


)
))",,False,,Scorecard PullThrough,"vCurrentProduction, vScorecardActors, vScorecardAggrLevel, vScorecardEntities, vScorecardIgnoreLevel, vScorecardMissingLevel","aggr, avg",True,1,3.4.5,2740
