Id,Type,Title,LibraryId,VizClass,IsExtensionMissing,IsMasterVisualization,Name,SheetName,SheetId,CalcTime,BookmarkApplied,NumOfColumns,NumOfRows,UseCount,CalcConditionUnfulfilled,QsdaVersion,MetaId
7041fe84-1b1f-465f-9e9f-7317dd23b9fe,barchart,"=if(vMeasure='Volume',
Only({<[Current Milestone]={""=Rank(sum({$<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'}>}[Loan Amount]))=1""}>}[Current Milestone]) &
' largest Current Milestone Category with ' & num(sum({<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'},[Current Milestone]={""=Rank(sum({$<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'}>}[Loan Amount]))=1""}>}[Loan Amount])/
sum({<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'}>}total[Loan Amount]),'0%') &' share',

Only({<[Current Milestone]={""=Rank(count({$<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'}>}[Loan Number]))=1""}>}[Current Milestone]) &
' largest Current Milestone Category with ' & num(count({<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'},[Current Milestone]={""=Rank(count({$<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'}>}[Loan Number]))=1""}>}[Loan Number])/
count({<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'}>}total[Loan Number]),'0%') &' share'
)",5128da1a-36b6-44ed-bdaf-01634505f29c,Native,False,True,"barchart / =if(vMeasure='Volume',
Only({<[Current Milestone]={""=Rank(sum({$<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'}>}[Loan Amount]))=1""}>}[Current Milestone]) &
' largest Current Milestone Category with ' & num(sum({<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'},[Current Milestone]={""=Rank(sum({$<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'}>}[Loan Amount]))=1""}>}[Loan Amount])/
sum({<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'}>}total[Loan Amount]),'0%') &' share',

Only({<[Current Milestone]={""=Rank(count({$<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'}>}[Loan Number]))=1""}>}[Current Milestone]) &
' largest Current Milestone Category with ' & num(count({<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'},[Current Milestone]={""=Rank(count({$<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'}>}[Loan Number]))=1""}>}[Loan Number])/
count({<[Active Loan Flag]={Yes},[Correspondent Channel Flag]={'$(vCorrespondent)'}>}total[Loan Number]),'0%') &' share'
) (7041fe84-1b1f-465f-9e9f-7317dd23b9fe)",<Master Library>,,0.009,,0,0,0,False,3.4.5,10064
f9ab36ec-0cd9-4ac0-939a-2c0fa55be664,table,"=repeat(chr(160),2) &pick(match(vLock,'No','Yes','*'),'Active LOCKED Loans','Active NOT LOCKED Loans','Active TOTAL Loans')& ' Detail'",fad179df-2dc0-4aaf-b7aa-385c8896beb3,Native,False,True,"table / =repeat(chr(160),2) &pick(match(vLock,'No','Yes','*'),'Active LOCKED Loans','Active NOT LOCKED Loans','Active TOTAL Loans')& ' Detail' (f9ab36ec-0cd9-4ac0-939a-2c0fa55be664)",<Master Library>,,0.017,,0,0,0,False,3.4.5,10065
WJbNeJ,container,Current Milestone Container,5211829c-7549-4a23-8e95-a888b2072900,Native,False,True,container / Current Milestone Container (WJbNeJ),Active Loans,06737f2c-0189-4239-aef4-68ed1406584a,0.005,,0,0,1,False,3.4.5,10066
fAaSkS,qlik-variable-input,Switch Dimension,cc17001c-6196-4522-843b-09e23b9e0fe5,Extension,False,True,qlik-variable-input / Switch Dimension (fAaSkS),Active Loans,06737f2c-0189-4239-aef4-68ed1406584a,0,,0,0,1,False,3.4.5,10067
APmKQ,qlik-variable-input,Switch Measure,09f9a99d-2c71-4ef3-9cb8-4ee7add85650,Extension,False,True,qlik-variable-input / Switch Measure (APmKQ),Active Loans,06737f2c-0189-4239-aef4-68ed1406584a,0,,0,0,1,False,3.4.5,10068
FmmWyC,CustomSheetMenu,Header: More Options Active Loans,f688f0ca-e2d6-44fb-a40f-6acd3604daec,Extension,True,True,CustomSheetMenu / Header: More Options Active Loans (FmmWyC),Active Loans,06737f2c-0189-4239-aef4-68ed1406584a,0,,0,0,1,False,3.4.5,10069
1e949d91-61d5-4022-904e-7515e1fa4eff,filterpane,"=Repeat(CHR(160),3) & 'Choose A Filter'",d212f724-9a22-4a6f-a5ec-f2f4e21934af,Native,False,True,"filterpane / =Repeat(CHR(160),3) & 'Choose A Filter' (1e949d91-61d5-4022-904e-7515e1fa4eff)",<Master Library>,,0,,0,0,0,False,3.4.5,10070
8dd90dab-3dfa-49e7-8d6f-ac79f5242341,qlik-variable-input,Table Layout,eab6d102-431f-4719-aec1-3b82c388e84a,Extension,False,True,qlik-variable-input / Table Layout (8dd90dab-3dfa-49e7-8d6f-ac79f5242341),<Master Library>,,0,,0,0,0,False,3.4.5,10071
924870a6-d645-462c-b451-779250e34c59,filterpane,Custom Reporting: Coheus Measures Filter,91c72cd2-f313-4881-8a69-0557a70a7852,Native,False,True,filterpane / Custom Reporting: Coheus Measures Filter (924870a6-d645-462c-b451-779250e34c59),<Master Library>,,0,,0,0,0,False,3.4.5,10072
66bbd1aa-76ee-4c9b-b2fd-d7bc14344049,filterpane,Custom Reporting: Measures Filter,e1bbe923-19cf-4fa0-877e-d9f135c55efc,Native,False,True,filterpane / Custom Reporting: Measures Filter (66bbd1aa-76ee-4c9b-b2fd-d7bc14344049),<Master Library>,,0,,0,0,0,False,3.4.5,10073
3aaea2e1-832d-472b-9dc0-fc95d5236f35,qlik-variable-input,Choose Table Measure,098c66e8-fccf-4b73-9867-2f616d4ae888,Extension,False,True,qlik-variable-input / Choose Table Measure (3aaea2e1-832d-472b-9dc0-fc95d5236f35),<Master Library>,,0,,0,0,0,False,3.4.5,10074
cbb82621-17e0-41af-804f-3470789e76aa,filterpane,Custom Reporting: Coheus Fields Filter,bbc45c63-ed64-4ee1-bb59-b56daa82ec61,Native,False,True,filterpane / Custom Reporting: Coheus Fields Filter (cbb82621-17e0-41af-804f-3470789e76aa),<Master Library>,,0,,0,0,0,False,3.4.5,10075
fa4c4c86-1aec-46f0-9601-0418c531dc1e,filterpane,Custom Reporting: Additional Fields Filter,c9f59baa-bf17-4884-8c05-cd391074c79d,Native,False,True,filterpane / Custom Reporting: Additional Fields Filter (fa4c4c86-1aec-46f0-9601-0418c531dc1e),<Master Library>,,0,,0,0,0,False,3.4.5,10076
22d7c5ea-de73-4cbb-bdc5-db4043c1ed66,filterpane,Custom Reporting: Dimensions Filter,adaedd22-3ab4-41f9-8720-afe114374d07,Native,False,True,filterpane / Custom Reporting: Dimensions Filter (22d7c5ea-de73-4cbb-bdc5-db4043c1ed66),<Master Library>,,0,,0,0,0,False,3.4.5,10077
82dfdbf2-e8ba-4d42-9828-e41c027091ef,qlik-variable-input,Choose Table Dimension,cdf4e964-500a-40dc-9945-233bce2a9300,Extension,False,True,qlik-variable-input / Choose Table Dimension (82dfdbf2-e8ba-4d42-9828-e41c027091ef),<Master Library>,,0,,0,0,0,False,3.4.5,10078
yJpGu,sn-layout-container,Custom Reporting: Controls,95535156-f558-43ad-b2b6-689b38510d6f,Extension,False,True,sn-layout-container / Custom Reporting: Controls (yJpGu),Custom Reporting,0f85d728-6a43-4178-ac0f-8f7613e033fa,0,,0,0,1,False,3.4.5,10079
ef1f9142-807c-4bad-a00e-6b01fc16a598,listbox,"=If('$(=SubField(GetFieldSelections(CoheusReportFilter,', ',$(=Count({1}CoheusReportFilter))),', ',1))' = '-', 'SELECT FILTER IN THE PANEL BELOW', 'Filter On $(=SubField(GetFieldSelections(CoheusReportFilter,', ',$(=Count({1}CoheusReportFilter))),', ',1))') ",,Native,False,True,"listbox / =If('$(=SubField(GetFieldSelections(CoheusReportFilter,', ',$(=Count({1}CoheusReportFilter))),', ',1))' = '-', 'SELECT FILTER IN THE PANEL BELOW', 'Filter On $(=SubField(GetFieldSelections(CoheusReportFilter,', ',$(=Count({1}CoheusReportFilter))),', ',1))')  (ef1f9142-807c-4bad-a00e-6b01fc16a598)",<Master Library>,,0.007,,1,0,0,False,3.4.5,10080
TUQC,filterpane,Custom Reporting: Filter On Pane,ff68fda3-c092-4971-a8c1-52bbca52aad8,Native,False,True,filterpane / Custom Reporting: Filter On Pane (TUQC),Custom Reporting,0f85d728-6a43-4178-ac0f-8f7613e033fa,0,,0,0,1,False,3.4.5,10081
QwvpN,action-button,Custom Reporting: Default Bookmark Button,4b34423d-7e3e-4f43-b031-9b9e72825f02,Native,False,True,action-button / Custom Reporting: Default Bookmark Button (QwvpN),Custom Reporting,0f85d728-6a43-4178-ac0f-8f7613e033fa,0,,0,0,1,False,3.4.5,10082
4f4ef833-7daf-415b-83e0-ec9414605d57,pivot-table,='Currently Editing $(vCustomReportView) Pivot Report',3497a2e6-700b-4e7a-91fd-ba27ad6363c5,Native,False,True,pivot-table / ='Currently Editing $(vCustomReportView) Pivot Report' (4f4ef833-7daf-415b-83e0-ec9414605d57),<Master Library>,,0.064,,0,0,0,True,3.4.5,10084
472bcc93-fad3-42f0-aae9-a76d56a34c6d,table,='Currently Editing $(vCustomReportView) Report',cd025dff-9ff5-43c6-8db5-a38ec04275e1,Native,False,True,table / ='Currently Editing $(vCustomReportView) Report' (472bcc93-fad3-42f0-aae9-a76d56a34c6d),<Master Library>,,0.081,,0,0,0,True,3.4.5,10085
QpZEt,container,Custom Reporting: Table Container,1e75f952-2173-4988-949e-5927b3519ebd,Native,False,True,container / Custom Reporting: Table Container (QpZEt),Custom Reporting,0f85d728-6a43-4178-ac0f-8f7613e033fa,0.002,,0,0,1,False,3.4.5,10086
gmRsU,qlik-variable-input,Select a Channel,807171df-ef10-4fdc-9dba-6e29767527c5,Extension,False,True,qlik-variable-input / Select a Channel (gmRsU),Scorecard Overview,c1cec9d8-5db5-4d79-a82c-df62858f127b,0,,0,0,1,False,3.4.5,10087
PBxWK,qlik-variable-input,Select Measure,42756471-e4f1-4c07-b293-a541526331c9,Extension,False,True,qlik-variable-input / Select Measure (PBxWK),Scorecard Overview,c1cec9d8-5db5-4d79-a82c-df62858f127b,0,,0,0,1,False,3.4.5,10088
dtrLDqJ,qlik-variable-input,Select Time Period,babd6769-a738-4f03-8c45-50f42e029810,Extension,False,True,qlik-variable-input / Select Time Period (dtrLDqJ),Scorecard Overview,c1cec9d8-5db5-4d79-a82c-df62858f127b,0,,0,0,1,False,3.4.5,10089
2ea48498-64c5-4851-8905-36cd50844264,listbox,"=if(WildMatch(vChannel,'*Retail','Brok*')>=1, 'Select Branch','Select Broker Lender Name')",,Native,False,True,"listbox / =if(WildMatch(vChannel,'*Retail','Brok*')>=1, 'Select Branch','Select Broker Lender Name') (2ea48498-64c5-4851-8905-36cd50844264)",<Master Library>,,0.004,,1,0,0,False,3.4.5,10090
AEBZgm,filterpane,Scorecard Overview: Select Branch/Broker Lender,dea6f85a-cfd7-4f6f-b04a-3d5209c6bb63,Native,False,True,filterpane / Scorecard Overview: Select Branch/Broker Lender (AEBZgm),Scorecard Overview,c1cec9d8-5db5-4d79-a82c-df62858f127b,0,,0,0,1,False,3.4.5,10091
b5178616-7b4c-4bd3-9f26-85e320df0683,listbox,"=if(WildMatch(vChannel,'*Retail','Brok*')>=1, 'Select Loan Officer','Select Account Executive')",,Native,False,True,"listbox / =if(WildMatch(vChannel,'*Retail','Brok*')>=1, 'Select Loan Officer','Select Account Executive') (b5178616-7b4c-4bd3-9f26-85e320df0683)",<Master Library>,,0.004,,1,0,0,False,3.4.5,10092
CmXJp,filterpane,Scorecard Overview: Select Loan Officer/Account Executive,6bbb1f48-7d7f-4d90-9ea5-6037e0714484,Native,False,True,filterpane / Scorecard Overview: Select Loan Officer/Account Executive (CmXJp),Scorecard Overview,c1cec9d8-5db5-4d79-a82c-df62858f127b,0,,0,0,1,False,3.4.5,10093
WMmrj,kpi,"=if(WildMatch(vChannel,'*Retail','Brok*')>=1,

if(GetSelectedCount([Loan Officer]) > 0, GetFieldSelections([Loan Officer]),
	if(GetSelectedCount(Branch) > 0, 'Branch:' & GetFieldSelections(Branch),
    	'Select Branch or Loan Officer'))

,



if(GetSelectedCount([Account Executive]) > 0, GetFieldSelections([Account Executive]),
	if(GetSelectedCount([Broker Lender Name]) > 0, GetFieldSelections([Broker Lender Name]),
    	'Select Broker Lender Name or Account Executive')))",7bde3ec3-1db5-4556-916d-e95e62cf1933,Native,False,True,"kpi / =if(WildMatch(vChannel,'*Retail','Brok*')>=1,

if(GetSelectedCount([Loan Officer]) > 0, GetFieldSelections([Loan Officer]),
	if(GetSelectedCount(Branch) > 0, 'Branch:' & GetFieldSelections(Branch),
    	'Select Branch or Loan Officer'))

,



if(GetSelectedCount([Account Executive]) > 0, GetFieldSelections([Account Executive]),
	if(GetSelectedCount([Broker Lender Name]) > 0, GetFieldSelections([Broker Lender Name]),
    	'Select Broker Lender Name or Account Executive'))) (WMmrj)",Scorecard Overview,c1cec9d8-5db5-4d79-a82c-df62858f127b,0.032,,0,0,1,False,3.4.5,10094
7a3df644-9365-4e0d-b464-641b2ec184f5,qlik-variable-input,Scorecard Overview: Container View Control,f60c2243-ebe2-41a1-8182-e69a81ab0875,Extension,False,True,qlik-variable-input / Scorecard Overview: Container View Control (7a3df644-9365-4e0d-b464-641b2ec184f5),<Master Library>,,0,,0,0,0,False,3.4.5,10095
4e5a9f80-359e-4d9a-a302-8a27fe9f40af,sn-grid-chart,=upper('$(vChannel)')&': Overall Quartile by Broker Lender Name by Month',c9e684a7-d51d-4cd3-b786-f36832e42e28,Extension,False,True,sn-grid-chart / =upper('$(vChannel)')&': Overall Quartile by Broker Lender Name by Month' (4e5a9f80-359e-4d9a-a302-8a27fe9f40af),<Master Library>,,0.04,,0,0,0,False,3.4.5,10096
99cec665-0c5f-4dd8-b01b-2d24324d9dac,sn-grid-chart,=upper(vChannel)&': Overall Quartile by Branch by Month',a7c37894-bf5f-4c7d-b51b-4249552cd533,Extension,False,True,sn-grid-chart / =upper(vChannel)&': Overall Quartile by Branch by Month' (99cec665-0c5f-4dd8-b01b-2d24324d9dac),<Master Library>,,0.038,,0,0,0,False,3.4.5,10097
9a5c3cca-6150-48bb-a2eb-c1c209aea4c4,table,=upper(vChannel)&': Quartiles - 13 Rolling Months',d1449338-3027-4502-b8d9-4fa0f3dca1e5,Native,False,True,table / =upper(vChannel)&': Quartiles - 13 Rolling Months' (9a5c3cca-6150-48bb-a2eb-c1c209aea4c4),<Master Library>,,0.045,,0,0,0,False,3.4.5,10098
30b9852f-3245-4923-9c3c-8b6e5672ebed,barchart,=Upper(vChannel)&': Pull Through by Quarter',16203cb3-51fd-4069-9369-9deb3a858f06,Native,False,True,barchart / =Upper(vChannel)&': Pull Through by Quarter' (30b9852f-3245-4923-9c3c-8b6e5672ebed),<Master Library>,,0.005,,0,0,0,False,3.4.5,10130
73055b44-dfa4-404c-89cf-88264cdf5883,barchart,=Upper(vChannel)&': Pull Through by Month',da72e686-d92e-4344-94bb-6e686508c7e5,Native,False,True,barchart / =Upper(vChannel)&': Pull Through by Month' (73055b44-dfa4-404c-89cf-88264cdf5883),<Master Library>,,0.005,,0,0,0,False,3.4.5,10149
3b2c90cc-5beb-44e1-aa78-6b5d12070091,barchart,=upper(vChannel)&': Margin by Quarter',12531002-afe4-4d4a-9c5f-24b53ec1d79f,Native,False,True,barchart / =upper(vChannel)&': Margin by Quarter' (3b2c90cc-5beb-44e1-aa78-6b5d12070091),<Master Library>,,0.005,,0,0,0,False,3.4.5,10196
68bea106-b349-4156-853c-f016752589ab,barchart,"Upper(vChannel)&': Applications Taken, Closed Loans, Funded Loans by Quarter'",d219bc7d-aa85-4278-970b-2b175cda162e,Native,False,True,"barchart / Upper(vChannel)&': Applications Taken, Closed Loans, Funded Loans by Quarter' (68bea106-b349-4156-853c-f016752589ab)",<Master Library>,,0.013,,0,0,0,False,3.4.5,10229
5387d3e9-80d7-45f0-bbca-b130d4d0c9b0,barchart,"=Upper(vChannel)&': Applications Taken, Closed Loans, Funded Loans by Month'",7e89aee4-1c7a-4674-92b7-fa2aa9171b91,Native,False,True,"barchart / =Upper(vChannel)&': Applications Taken, Closed Loans, Funded Loans by Month' (5387d3e9-80d7-45f0-bbca-b130d4d0c9b0)",<Master Library>,,0.012,,0,0,0,False,3.4.5,10284
0bb29311-eacc-4f20-9dca-85d0f6087c86,barchart,"=Upper(vChannel)&': Margin by Month'

",3e2c7859-f8f8-41be-8ee1-4b04cc210301,Native,False,True,"barchart / =Upper(vChannel)&': Margin by Month'

 (0bb29311-eacc-4f20-9dca-85d0f6087c86)",<Master Library>,,0.005,,0,0,0,False,3.4.5,10299
mDmqYGf,sn-layout-container,Scorecard Overview: Main Container,36659be8-eb3e-4ecc-bc00-8af867da0894,Extension,False,True,sn-layout-container / Scorecard Overview: Main Container (mDmqYGf),Scorecard Overview,c1cec9d8-5db5-4d79-a82c-df62858f127b,0.007,,0,0,1,False,3.4.5,10302
ZbuTS,CustomSheetMenu,Header: More Options Scorecard Overview,c053a2cb-a30b-4d00-a529-a3705aed1eb4,Extension,True,True,CustomSheetMenu / Header: More Options Scorecard Overview (ZbuTS),Scorecard Overview,c1cec9d8-5db5-4d79-a82c-df62858f127b,0,,0,0,1,False,3.4.5,10303
fEMspqQ,QlikInfoModal,Header: Info Text Scorecard Overview,6300fe19-d33c-4d75-a183-0c4e58772146,Extension,True,True,QlikInfoModal / Header: Info Text Scorecard Overview (fEMspqQ),Scorecard Overview,c1cec9d8-5db5-4d79-a82c-df62858f127b,0,,0,0,1,False,3.4.5,10304
96d7fae7-bdc0-418e-a4d4-bfab5e0fc5fe,qlik-variable-input,,,Extension,False,False,qlik-variable-input / [no title] (96d7fae7-bdc0-418e-a4d4-bfab5e0fc5fe),Sales Scorecard,e09c9a85-fc05-4db7-b8cc-23e0a720986b,0,,0,0,1,False,3.4.5,10305
YeRA,qlik-variable-input,Choose Channel Group,07ff81e5-cbca-4777-88bf-f9dc53fce19d,Extension,False,True,qlik-variable-input / Choose Channel Group (YeRA),Sales Scorecard,e09c9a85-fc05-4db7-b8cc-23e0a720986b,0,,0,0,1,False,3.4.5,10312
EJEsCq,qlik-variable-input,Choose Scorecard Actor,a31a4580-7031-4c5b-b092-bf67e7b69c08,Extension,False,True,qlik-variable-input / Choose Scorecard Actor (EJEsCq),Sales Scorecard,e09c9a85-fc05-4db7-b8cc-23e0a720986b,0,,0,0,1,False,3.4.5,10313
VpkSKyd,CustomSheetMenu,Header: More Options DEFAULT,74dd1fda-51b2-43b9-980e-9f1d501045fc,Extension,True,True,CustomSheetMenu / Header: More Options DEFAULT (VpkSKyd),Sales Scorecard,e09c9a85-fc05-4db7-b8cc-23e0a720986b,0,,0,0,1,False,3.4.5,10314
vbPXp,qlik-variable-input,Choose Short Term Comparison Date Range,,Extension,False,False,qlik-variable-input / Choose Short Term Comparison Date Range (vbPXp),Sales Scorecard,e09c9a85-fc05-4db7-b8cc-23e0a720986b,0,,0,0,1,False,3.4.5,10315
pnyFNZ,table,=Upper('$(vChannelGroup)')&': Scorecard Detail',,Native,False,False,table / =Upper('$(vChannelGroup)')&': Scorecard Detail' (pnyFNZ),Sales Scorecard,e09c9a85-fc05-4db7-b8cc-23e0a720986b,0.078,,0,0,1,False,3.4.5,10316
HJtQhm,qlik-variable-input,High Performers Leaderboards: Button Panel,985ee4cf-2ece-4471-9f72-c82778d766e2,Extension,False,True,qlik-variable-input / High Performers Leaderboards: Button Panel (HJtQhm),High Performers - Leaderboards,a1ad84bf-de14-41a0-a106-9edd5251ce3e,0,,0,0,1,False,3.4.5,10317
RNPnVJ,table,='Branch Rankings $(vHighPerformersLeaderboardsTimeTitle)',30ac7cd1-d41c-42c3-b240-f2dcd44647e9,Native,False,True,table / ='Branch Rankings $(vHighPerformersLeaderboardsTimeTitle)' (RNPnVJ),High Performers - Leaderboards,a1ad84bf-de14-41a0-a106-9edd5251ce3e,0.009,,0,0,1,False,3.4.5,10318
XdExhD,table,='Loan Officer Rankings $(vHighPerformersLeaderboardsTimeTitle2)',,Native,False,False,table / ='Loan Officer Rankings $(vHighPerformersLeaderboardsTimeTitle2)' (XdExhD),High Performers - Leaderboards,a1ad84bf-de14-41a0-a106-9edd5251ce3e,0.013,,0,0,1,False,3.4.5,10319
mqNLpBw,CustomSheetMenu,,,Extension,True,False,CustomSheetMenu / [no title] (mqNLpBw),High Performers - Leaderboards,a1ad84bf-de14-41a0-a106-9edd5251ce3e,0,,0,0,1,False,3.4.5,10326
mMPMje,qlik-variable-input,,,Extension,False,False,qlik-variable-input / [no title] (mMPMje),High Performers - Leaderboards,a1ad84bf-de14-41a0-a106-9edd5251ce3e,0,,0,0,1,False,3.4.5,10327
DzKaG,table,='Loan Officer Rankings $(vHighPerformersLeaderboardsTimeTitle)',7ecfed3b-2dca-4671-8c66-dc8a3d9b134a,Native,False,True,table / ='Loan Officer Rankings $(vHighPerformersLeaderboardsTimeTitle)' (DzKaG),High Performers - Leaderboards,a1ad84bf-de14-41a0-a106-9edd5251ce3e,0.009,,0,0,1,False,3.4.5,10334
SdTMqh,table,='Branch Rankings $(vHighPerformersLeaderboardsTimeTitle2)',,Native,False,False,table / ='Branch Rankings $(vHighPerformersLeaderboardsTimeTitle2)' (SdTMqh),High Performers - Leaderboards,a1ad84bf-de14-41a0-a106-9edd5251ce3e,0.008,,0,0,1,False,3.4.5,10335
Xvpmkrx,qlik-variable-input,,,Extension,False,False,qlik-variable-input / [no title] (Xvpmkrx),High Performers - Leaderboards,a1ad84bf-de14-41a0-a106-9edd5251ce3e,0,,0,0,1,False,3.4.5,10336
9b34045b-dbc2-4baa-a2c6-49d0f8a8ad74,barchart,"=repeat(chr(160),3)&'Entity: $(vScorecard)'
//repeat(chr(160),3)&If(vChannel='TPO', 'TPO', 'Branch')",e4a53864-4990-4ac5-9d2a-a95b41716595,Native,False,True,"barchart / =repeat(chr(160),3)&'Entity: $(vScorecard)'
//repeat(chr(160),3)&If(vChannel='TPO', 'TPO', 'Branch') (9b34045b-dbc2-4baa-a2c6-49d0f8a8ad74)",High Performers - Deep Dive,cd7cdcd3-e293-4df4-bacd-996212f36af3,0.012,,0,0,1,False,3.4.5,10337
0c975e1f-218f-4ebe-b48e-2b01d8631341,barchart,"=repeat(chr(160),3)&'Loan Purpose Mix by'&chr(160)&'Entity: $(vScorecard)'

//if(GetSelectedCount(Branch)>0,'Loan Officer','Branch')",6d0426de-0889-489c-9dff-dd9fcebedc0f,Native,False,True,"barchart / =repeat(chr(160),3)&'Loan Purpose Mix by'&chr(160)&'Entity: $(vScorecard)'

//if(GetSelectedCount(Branch)>0,'Loan Officer','Branch') (0c975e1f-218f-4ebe-b48e-2b01d8631341)",High Performers - Deep Dive,cd7cdcd3-e293-4df4-bacd-996212f36af3,0.015,,0,0,1,False,3.4.5,10356
49dbe2bb-1f1b-4017-b89b-7a1ed0d02b4b,barchart,"=repeat(chr(160),3)&'Loan Type Mix by'&chr(160)&'Entity: $(vScorecard)'

//if(GetSelectedCount(Branch)>0,'Loan Officer','Branch')",594ef080-6ecd-4a71-8c9d-06f3b78df6fd,Native,False,True,"barchart / =repeat(chr(160),3)&'Loan Type Mix by'&chr(160)&'Entity: $(vScorecard)'

//if(GetSelectedCount(Branch)>0,'Loan Officer','Branch') (49dbe2bb-1f1b-4017-b89b-7a1ed0d02b4b)",High Performers - Deep Dive,cd7cdcd3-e293-4df4-bacd-996212f36af3,0.015,,0,0,1,False,3.4.5,10364
RYydEKL,container,,,Native,False,False,container / [no title] (RYydEKL),High Performers - Deep Dive,cd7cdcd3-e293-4df4-bacd-996212f36af3,0.002,,0,0,1,False,3.4.5,10365
